time_s,tx_id,rx_id,distance_m,rssi_dbm,snr_db
4.4171,7,2,129.9947,-100.9712,20.2473
4.4171,7,6,24.9729,-81.9588,39.2597
4.4171,7,3,92.0674,-84.8510,36.3675
4.4171,7,4,69.9177,-82.1921,39.0264
4.4171,7,5,49.3278,-84.4964,36.7221
4.4171,7,8,47.3213,-83.2546,37.9639
4.4221,6,2,111.5554,-102.2666,18.9519
4.4221,6,7,24.4951,-81.9525,39.2660
4.4221,6,3,72.0996,-93.3475,27.8710
4.4221,6,4,48.3208,-102.9628,18.2556
4.4221,6,5,25.9637,-91.3256,29.8929
4.4221,6,8,67.7934,-93.7244,27.4941
4.4631,5,2,87.8031,-92.1761,29.0424
4.4631,5,6,25.4734,-80.3257,40.8928
4.4631,5,7,49.1905,-105.8571,15.3613
4.4631,5,3,47.7606,-100.6345,20.5840
4.4631,5,4,23.2689,-77.6835,43.5350
4.4631,5,8,86.0182,-94.4183,26.8002
4.4806,8,6,68.4286,-90.3751,30.8434
4.4806,8,7,48.0508,-84.1344,37.0841
4.4806,8,3,116.7409,-108.7805,12.4380
4.4806,8,4,100.5253,-96.7389,24.4796
4.4806,8,5,86.2499,-94.4436,26.7749
4.5178,4,2,64.8065,-82.9544,38.2641
4.5178,4,6,48.2401,-105.7346,15.4839
4.5178,4,7,70.5500,-82.3326,38.8858
4.5178,4,3,24.6230,-90.2526,30.9658
4.5178,4,5,23.0294,-78.0098,43.2087
4.5178,4,8,100.9523,-96.9074,24.3111
4.5631,5,2,88.0086,-92.1186,29.0999
4.5631,5,6,25.6593,-80.3256,40.8928
4.5631,5,7,49.6145,-105.8572,15.3613
4.5631,5,3,47.7697,-103.2874,17.9310
4.5631,5,4,23.2217,-81.0586,40.1599
4.5631,5,8,86.5027,-94.4438,26.7747
4.5806,8,2,150.2067,-106.5050,14.7135
4.5806,8,2,150.5596,-106.5046,14.7139
4.5806,8,6,68.8011,-89.0428,32.1757
4.5806,8,7,48.5681,-83.8954,37.3231
4.5806,8,3,118.3524,-91.8003,29.4182
4.5806,8,4,101.5526,-97.0346,24.1839
4.5806,8,5,86.6502,-94.6786,26.5399
4.6163,3,2,40.8139,-95.0448,26.1737
4.6163,3,6,72.2367,-93.2613,27.9572
4.6163,3,7,93.8190,-93.2045,28.0140
4.6163,3,4,24.2421,-84.7783,36.4402
4.6163,3,5,47.1169,-101.0444,20.1741
4.6163,3,8,118.1431,-92.0614,29.1571
4.6168,2,6,112.3994,-102.4725,18.7459
4.6168,2,7,132.8002,-101.5581,19.6604
4.6168,2,3,40.1378,-95.0691,26.1494
4.6168,2,4,64.8136,-83.0635,38.1550
4.6168,2,5,87.6439,-91.9998,29.2187
4.6631,5,2,88.2065,-92.0219,29.1966
4.6631,5,6,25.9029,-93.6024,27.6161
4.6631,5,7,50.1672,-86.3003,34.9182
4.6631,5,3,47.7714,-101.6606,19.5579
4.6631,5,4,23.1688,-78.4781,42.7404
4.6631,5,8,86.1141,-94.3049,26.9136
